station_id,latitude,longitude,fast,slow,count
109,22.539254,113.957255,0,30,30
110,22.548155,113.980305,0,15,15
111,22.554129,114.047403,0,3,3
112,22.549257,113.975541,0,5,5
113,22.557863,113.889517,0,2,2
114,22.649673,114.068171,0,9,9
115,22.732252,114.243,0,2,2
116,22.542474,114.020299,0,2,2
117,22.633709,114.039017,0,6,6
118,22.732382,113.813893,0,12,12
119,22.522986,114.066796,0,6,6
120,22.702681,114.400629,0,30,30
121,22.572622,113.849604,0,24,24
122,22.73241,113.81453,0,17,17
123,22.742158,113.837761,0,12,12
124,22.786988,113.903528,0,6,6
125,22.738526,113.991978,0,2,2
126,22.571362,114.089074,0,6,6
127,22.631632,114.033093,0,15,15
128,22.557794,113.893792,0,6,6
129,22.550947,113.973949,0,49,49
130,22.766308,113.875053,0,12,12
131,22.717114,114.264172,0,6,6
132,22.758483,114.365898,0,6,6
133,22.552946,113.898574,0,4,4
134,22.615941,113.861193,0,12,12
135,22.543693,114.074715,0,6,6
136,22.752069,113.938292,0,30,30
137,22.730822,113.892526,0,10,10
138,22.587633,114.124983,0,10,10
139,22.613655,113.864087,0,12,12
140,22.495288,113.93615,0,6,6
141,22.526743,113.927618,0,6,6
142,22.570783,113.915283,0,10,10
143,22.536825,113.917899,0,6,6
144,22.647367,114.022326,0,6,6
145,22.555893,113.908757,0,6,6
146,22.678093,114.313217,0,6,6
147,22.62068,113.863014,0,12,12
148,22.756606,114.36453,0,6,6
149,22.581157,114.141123,0,6,6
150,22.602561,114.050819,0,12,12
151,22.72683,114.249952,0,6,6
152,22.734659,114.261801,0,12,12
153,22.651259,114.065483,0,6,6
154,22.565009,113.871956,0,12,12
155,22.718273,113.908961,0,12,12
156,22.558608,114.173979,0,12,12
157,22.682578,114.082025,0,12,12
158,22.581447,113.890871,0,12,12
159,22.602804,114.102079,0,12,12
160,22.53956,114.10737,0,6,6
161,22.500391,113.941234,0,12,12
162,22.536754,114.122505,0,7,7
163,22.571628,114.069015,0,12,12
164,22.707807,114.39222,0,18,18
165,22.722722,113.833016,0,12,12
166,22.538175,114.096978,0,12,12
167,22.527761,113.92498,0,12,12
168,22.638053,114.089945,0,12,12
169,22.635962,114.026021,0,12,12
170,22.781845,113.84901,0,24,24
171,22.746707,114.026975,0,12,12
172,22.562855,114.126728,0,6,6
173,22.586413,114.121985,0,12,12
174,22.561254,114.142799,0,12,12
175,22.516626,114.044162,0,18,18
176,22.744593,114.255957,0,12,12
177,22.581459,114.142375,0,12,12
178,22.71214,114.240973,0,10,10
179,22.553258,114.234533,0,2,2
180,22.55776,113.953011,0,12,12
181,22.54122,113.991728,0,18,18
182,22.534891,114.010627,0,3,3
183,22.534961,114.011846,0,3,3
184,22.586323,113.945267,0,12,12
185,22.731419,114.373092,0,2,2
186,22.563354,114.178767,0,5,5
187,22.711257,114.238111,0,2,2
188,22.522153,114.027803,0,6,6
189,22.536271,113.925063,0,6,6
190,22.55458,114.044686,0,4,4
191,22.54147,114.12361,0,4,4
192,22.544127,113.92833,0,5,5
193,22.601094,114.029184,0,4,4
194,22.559026,113.889609,0,2,2
195,22.671026,113.839593,50,0,50
196,22.625504,113.83804,14,7,21
197,22.71162,114.26997,0,15,15
198,22.727942,113.82565,0,12,12
199,22.573805,113.946385,0,0,0
200,22.64277,114.069669,0,0,0
201,22.554631,113.989703,0,0,0
202,22.552946,113.898574,0,0,0
203,22.527761,113.92498,0,0,0
204,22.520467,113.950235,11,40,51
205,22.724037,113.892424,10,13,23
206,22.625239,113.864174,10,48,58
207,22.818918,113.87032,0,20,20
208,22.665786,114.295888,4,0,4
209,22.67147,113.899894,0,45,45
210,22.583094,113.862667,0,45,45
211,22.652676,114.121466,28,0,28
212,22.625239,113.864174,18,70,88
213,22.522617,114.057376,0,6,6
214,22.730104,114.25355,0,6,6
215,22.542353,113.927741,0,12,12
216,22.772981,114.303523,0,3,3
217,22.540999,113.950512,0,6,6
218,22.573471,113.96036,0,18,18
219,22.523645,113.913782,0,9,9
220,22.716825,113.795042,65,0,65
221,22.589264,114.240689,0,12,12
222,22.5652,114.127307,0,9,9
223,22.7372,114.25034,0,29,29
224,22.507381,114.04525,0,12,12
225,22.57208,114.0688,0,6,6
226,22.522602,113.924017,0,12,12
227,22.634085,114.053299,0,12,12
228,22.501092,113.916041,0,12,12
229,22.629094,114.024578,0,15,15
230,22.773128,113.814083,32,0,32
231,22.569964,113.904298,0,15,15
232,22.536693,114.058372,0,9,9
233,22.546389,114.13345,2,5,7
234,22.538942,114.066616,0,18,18
235,22.569999,113.89019,0,3,3
236,22.526476,113.941143,0,6,6
237,22.636727,114.41625,0,1,1
238,22.728282,113.82838,6,0,6
239,22.547542,114.105454,0,1,1
240,22.534718,114.032898,4,13,17
241,22.539155,113.95116,0,17,17
242,22.59221,114.51961,0,1,1
243,22.539278,114.105663,3,0,3
244,22.54804,114.14276,0,14,14
245,22.618137,114.110524,0,45,45
246,22.638026,114.057517,0,42,42
247,22.547743,114.142569,0,16,16
248,22.535621,113.920228,0,20,20
249,22.538899,113.966607,2,3,5
250,22.534352,114.061747,2,24,26
251,22.636284,114.185368,0,39,39
252,22.681619,114.26138,0,15,15
253,22.698506,113.998477,5,0,5
254,22.730242,114.251401,0,15,15
255,22.61672,114.149896,0,7,7
256,22.54205,114.064676,0,11,11
257,22.641906,114.124993,0,14,14
258,22.704524,114.236816,0,74,74
259,22.612226,114.138345,0,35,35
260,22.59737,113.994306,0,28,28
261,22.541244,114.119416,0,12,12
262,22.581689,113.875933,0,12,12
263,22.765804,113.859011,15,0,15
264,22.663999,113.922767,0,2,2
265,22.598652,114.046855,0,42,42
266,22.538421,113.975307,0,3,3
267,22.574182,114.112399,37,0,37
268,22.645317,114.192063,0,3,3
269,22.590117,114.126831,0,10,10
270,22.552116,114.098984,0,3,3
271,22.575963,114.124197,0,6,6
272,22.619093,114.150084,0,10,10
273,22.572176,114.129022,0,6,6
274,22.597764,114.121059,0,4,4
275,22.570852,114.12807,0,10,10
276,22.595678,114.107023,0,12,12
277,22.695784,114.145044,0,6,6
278,22.713865,114.216779,0,6,6
279,22.653106,114.025523,0,2,2
280,22.531533,113.922034,0,12,12
281,22.578516,113.955284,0,6,6
282,22.664678,114.021511,0,16,16
283,22.555719,113.874488,0,6,6
284,22.501733,113.916115,0,12,12
285,22.537978,113.977979,0,6,6
286,22.55585,114.18554,0,12,12
287,22.628281,114.111376,0,12,12
288,22.5029,113.943556,0,30,30
289,22.576101,114.125009,0,6,6
290,22.684776,114.045955,0,12,12
291,22.51343,114.057378,0,6,6
292,22.548991,114.110972,0,5,5
293,22.541976,114.04426,0,2,2
294,22.724611,114.274373,0,35,35
295,22.701285,114.228895,0,4,4
296,22.734357,114.245705,0,12,12
297,22.602994,114.126988,0,5,5
298,22.510686,114.060564,0,6,6
299,22.549527,114.122582,0,20,20
300,22.546215,114.065988,0,12,12
301,22.688209,114.262472,0,8,8
302,22.591628,113.890581,0,1,1
303,22.520958,114.061361,0,5,5
304,22.556332,114.018711,0,20,20
305,22.526818,113.917103,0,2,2
306,22.532225,114.067379,0,24,24
307,22.531407,114.054828,0,3,3
308,22.560531,114.058951,0,6,6
309,22.541225,114.124469,0,12,12
310,22.574122,114.134147,0,6,6
311,22.693393,114.11911,0,56,56
312,22.642885,114.011885,0,5,5
313,22.57373,113.908087,0,97,97
314,22.6072,114.115588,0,6,6
315,22.573709,113.904602,0,6,6
316,22.586028,113.88969,0,3,3
317,22.722642,114.217557,0,3,3
318,22.705945,114.205713,0,3,3
319,22.543427,113.936433,0,4,4
320,22.554189,113.971962,0,18,18
321,22.68423,114.262279,0,42,42
322,22.591356,114.056366,0,6,6
323,22.62188,114.028928,0,9,9
324,22.515384,113.928113,0,7,7
325,22.593816,114.130863,0,13,13
326,22.634546,114.057973,0,12,12
327,22.726848,114.23353,0,14,14
328,22.70288,114.229951,0,6,6
329,22.519667,113.93005,0,3,3
330,22.559756,113.912133,0,3,3
331,22.625121,114.127579,0,14,14
332,22.723858,114.254368,0,24,24
333,22.536226,113.992511,0,15,15
334,22.542943,114.064053,0,9,9
335,22.62907,114.033898,0,6,6
336,22.649516,114.06863,0,6,6
337,22.669333,114.124312,0,12,12
338,22.637257,114.015025,0,22,22
339,22.499616,113.941527,0,6,6
340,22.558266,113.975109,0,6,6
341,22.715112,114.242339,0,3,3
342,22.534038,114.024582,0,12,12
343,22.71301,113.83419,0,12,12
344,22.548124,114.149644,0,8,8
345,22.720903,114.234906,0,3,3
346,22.569623,113.95699,0,6,6
347,22.5584,114.066911,0,18,18
348,22.648985,114.208073,0,6,6
349,22.554576,114.243324,0,6,6
350,22.679867,114.334837,0,10,10
351,22.586662,114.278078,0,6,6
352,22.551563,113.928799,0,6,6
353,22.594494,114.131835,0,24,24
354,22.744663,114.253868,0,12,12
355,22.509203,113.923676,0,10,10
356,22.614925,113.867997,0,6,6
357,22.659641,114.077107,0,12,12
358,22.546315,113.925335,0,12,12
359,22.55732,113.954496,0,12,12
360,22.720276,114.237421,0,6,6
361,22.617125,113.866916,0,18,18
362,22.774995,113.871624,0,22,22
363,22.644829,114.050908,0,10,10
364,22.618444,113.866689,0,30,30
365,22.595693,113.843983,0,12,12
366,22.758483,114.365898,0,6,6
367,22.554026,114.035049,0,12,12
368,22.716711,114.069987,0,12,12
369,22.572823,113.875174,0,12,12
370,22.564666,114.168989,0,12,12
371,22.644616,114.079977,0,18,18
372,22.666678,114.026965,0,12,12
373,22.697647,114.086975,0,10,10
374,22.605448,113.846009,0,18,18
375,22.773076,114.313531,0,18,18
376,22.558819,113.938007,0,12,12
377,22.74508,114.041963,0,12,12
378,22.547691,114.011892,0,3,3
379,22.701614,114.221837,0,6,6
380,22.531382,114.022508,0,8,8
381,22.543329,114.044518,0,3,3
382,22.60078,114.02847,0,4,4
383,22.670815,114.003079,0,12,12
384,22.629092,114.013445,0,10,10
385,22.736966,114.028093,0,11,11
386,22.646863,114.207985,0,6,6
387,22.565746,114.126468,0,6,6
388,22.551252,114.131059,0,6,6
389,22.668921,114.313226,0,6,6
390,22.65641,114.077196,0,12,12
391,22.539617,114.099783,0,12,12
392,22.786451,113.905269,0,4,4
393,22.646368,114.0724,0,6,6
394,22.676867,114.228562,0,4,4
395,22.735538,113.787971,0,6,6
396,22.568873,114.123417,0,5,5
397,22.572926,113.864792,0,3,3
398,22.526506,114.043225,0,1,1
399,22.528602,113.921721,0,1,1
400,22.628952,114.031318,0,8,8
401,22.582067,114.134172,0,12,12
402,22.549061,113.930999,0,6,6
403,22.648847,114.188975,0,24,24
404,22.525082,114.067247,0,3,3
405,22.536691,114.016845,0,1,1
406,22.638026,114.057517,0,0,0
407,22.581689,113.875933,0,0,0
408,22.538421,113.975307,0,0,0
409,22.684776,114.045955,0,0,0
410,22.649516,114.06863,0,0,0
411,22.55732,113.954496,0,0,0
412,22.605448,113.846009,0,0,0
413,22.646368,114.0724,0,0,0
414,22.557731,113.935363,0,17,17
415,22.773713,114.412132,10,0,10
416,22.712034,114.141554,60,0,60
417,22.569964,113.904298,0,15,15
418,22.542201,113.932805,0,41,41
419,22.541075,114.110013,0,1,1
420,22.771198,113.829524,17,0,17
421,22.569964,113.904298,0,0,0
422,22.609673,114.124673,0,5,5
423,22.791784,113.8859,0,20,20
424,22.647778,113.824374,36,0,36
425,22.747357,114.241301,22,0,22
426,22.486376,113.92004,2,6,8
427,22.70959,114.207205,0,20,20
428,22.650908,114.188392,0,15,15
429,22.589541,114.260001,0,18,18
430,22.601238,113.855363,3,3,6
431,22.497377,113.916485,0,9,9
432,22.525249,114.043206,0,6,6
433,22.517165,113.928609,0,12,12
434,22.541494,113.96682,0,12,12
435,22.524463,114.055197,0,12,12
436,22.64817,114.190586,0,18,18
437,22.509056,114.048289,0,54,54
438,22.5338,114.108731,0,18,18
439,22.543209,114.120011,0,2,2
440,22.688481,114.076189,20,0,20
441,22.744423,114.032113,38,0,38
442,22.705926,114.377207,27,27,54
443,22.56679,113.856741,0,75,75
444,22.52227,114.058696,0,6,6
445,22.562833,114.243027,0,6,6
446,22.611468,114.104294,0,18,18
447,22.551652,114.123727,0,18,18
448,22.606571,113.936386,24,8,32
449,22.563403,113.896238,4,22,26
450,22.557102,113.951133,0,10,10
451,22.724682,113.92523,12,0,12
452,22.572429,113.959656,0,5,5
453,22.564051,113.850125,0,1,1
454,22.655593,114.125787,0,1,1
455,22.547222,114.011267,0,6,6
456,22.567324,114.127763,0,11,11
457,22.536866,114.119523,0,1,1
458,22.526032,113.919439,0,4,4
459,22.681487,114.067044,0,7,7
460,22.62382,114.108052,2,7,9
461,22.67241,113.92127,9,0,9
462,22.602767,114.030658,0,9,9
463,22.607534,114.156189,0,32,32
464,22.541075,114.110013,0,1,1
465,22.716239,114.241996,0,12,12
466,22.75174,114.385619,45,0,45
467,22.531023,114.031901,1,10,11
468,22.721307,114.302115,0,40,40
469,22.565812,113.968312,57,0,57
470,22.652169,114.03102,0,24,24
471,22.573339,113.891701,0,6,6
472,22.581056,113.953506,0,12,12
473,22.533659,114.12136,0,6,6
474,22.546632,114.135914,12,0,12
475,22.589083,113.877991,0,3,3
476,22.520741,114.064723,0,6,6
477,22.510362,114.06118,0,6,6
478,22.730965,114.229526,0,12,12
479,22.640714,114.200326,0,6,6
480,22.71042,114.216302,0,32,32
481,22.56704,114.127089,0,6,6
482,22.530012,114.085021,0,4,4
483,22.575802,113.858206,0,30,30
484,22.550011,113.955843,0,9,9
485,22.559604,114.129235,0,6,6
486,22.555516,114.107042,0,14,14
487,22.538029,114.103966,0,12,12
488,22.564904,113.883024,0,6,6
489,22.743436,113.804285,0,12,12
490,22.51441,113.928477,0,6,6
491,22.489926,113.888291,0,10,10
492,22.731323,113.823965,0,6,6
493,22.528143,113.928478,0,12,12
494,22.72471,114.248762,0,30,30
495,22.591237,114.132008,0,24,24
496,22.660839,114.032531,0,12,12
497,22.637101,113.841113,0,6,6
498,22.72561,114.290885,0,6,6
499,22.494419,113.936246,0,4,4
500,22.546129,114.143799,0,6,6
501,22.53834,114.113831,0,6,6
502,22.709709,114.241127,0,12,12
503,22.700105,114.220821,0,2,2
504,22.510992,113.93289,0,6,6
505,22.51783,114.061227,0,13,13
506,22.586272,114.242084,0,10,10
507,22.543339,114.112401,0,6,6
508,22.69469,114.026552,0,2,2
509,22.591408,113.991613,0,1,1
510,22.490043,113.914255,0,16,16
511,22.547744,114.120443,0,6,6
512,22.570833,114.057997,0,2,2
513,22.561908,113.980717,0,6,6
514,22.555199,114.188089,0,6,6
515,22.564527,113.899427,0,6,6
516,22.659092,113.816868,0,36,36
517,22.712068,114.240826,0,5,5
518,22.600645,114.028946,0,2,2
519,22.526188,114.045666,0,18,18
520,22.650054,114.02228,0,4,4
521,22.565889,114.015191,0,2,2
522,22.706233,114.20524,0,9,9
523,22.576558,113.923788,0,3,3
524,22.556623,114.189319,0,26,26
525,22.725356,114.232465,0,14,14
526,22.705507,114.205736,0,6,6
527,22.594104,114.110176,0,3,3
528,22.539877,113.974157,0,10,10
529,22.587126,113.879062,0,12,12
530,22.529525,113.912189,0,3,3
531,22.607446,114.156743,0,24,24
532,22.547402,113.975574,0,19,19
533,22.546126,113.978263,0,15,15
534,22.722642,114.217557,0,4,4
535,22.553301,114.127148,0,6,6
536,22.563612,114.057748,0,8,8
537,22.502577,113.939339,0,12,12
538,22.734709,113.814955,0,12,12
539,22.538405,113.976669,0,6,6
540,22.553181,114.092926,0,6,6
541,22.537699,114.119255,0,20,20
542,22.513671,113.909934,0,4,4
543,22.693619,114.059287,0,6,6
544,22.568642,113.857879,0,6,6
545,22.567738,114.123278,0,3,3
546,22.585337,114.121943,0,4,4
547,22.607401,114.158691,0,16,16
548,22.608236,114.158199,0,70,70
549,22.626514,114.103848,0,70,70
550,22.768278,114.279828,6,24,30
551,22.497786,113.941249,0,6,6
552,22.645133,114.073176,0,12,12
553,22.530307,114.066648,0,10,10
554,22.629449,114.040526,0,36,36
555,22.591606,114.305614,0,16,16
556,22.649804,114.113351,0,6,6
557,22.550144,113.955618,0,6,6
558,22.615362,113.862252,0,12,12
559,22.523014,114.070788,0,6,6
560,22.71966,114.233074,0,6,6
561,22.532132,114.067055,0,6,6
562,22.589652,114.254868,0,12,12
563,22.615153,113.864019,0,12,12
564,22.555031,114.120024,0,4,4
565,22.614081,114.140972,0,6,6
566,22.631017,114.414742,0,9,9
567,22.576912,114.126979,0,6,6
568,22.584809,114.138043,0,6,6
569,22.544005,114.054052,0,26,26
570,22.584995,114.26076,0,12,12
571,22.64256,114.010987,0,6,6
572,22.558479,114.036602,0,10,10
573,22.562702,114.014566,0,12,12
574,22.614744,113.867697,0,6,6
575,22.509882,114.483345,0,12,12
576,22.722822,114.221625,0,6,6
577,22.545685,113.927038,0,6,6
578,22.717825,113.890783,0,12,12
579,22.554647,114.046263,0,5,5
580,22.512573,113.920759,0,12,12
581,22.620756,114.071955,0,12,12
582,22.624989,114.040065,0,12,12
583,22.73879,114.027927,0,12,12
584,22.724255,114.246943,0,12,12
585,22.543494,114.046011,0,12,12
586,22.550542,114.105314,0,18,18
587,22.560892,114.057964,0,8,8
588,22.637693,113.842376,0,12,12
589,22.558018,113.956389,0,10,10
590,22.637125,114.187974,0,14,14
591,22.737962,113.991039,0,12,12
592,22.721434,114.237407,0,7,7
593,22.563638,114.245004,0,12,12
594,22.736262,113.991027,0,12,12
595,22.548052,114.152113,0,2,2
596,22.548647,114.011055,0,12,12
597,22.551099,114.123166,0,6,6
598,22.720502,114.254096,0,12,12
599,22.550542,114.105314,0,12,12
600,22.601834,114.481163,0,12,12
601,22.748871,114.048948,0,12,12
602,22.766764,113.903102,0,20,20
603,22.544345,114.094768,0,12,12
604,22.569345,113.905534,0,8,8
605,22.530845,113.91205,0,3,3
606,22.724483,114.233304,0,4,4
607,22.515563,114.06339,0,6,6
608,22.552808,114.043552,0,6,6
609,22.644334,114.019752,0,12,12
610,22.538613,114.051136,0,6,6
611,22.533986,114.106953,0,36,36
612,22.681643,114.120259,12,0,12
613,22.564904,113.883024,0,0,0
614,22.510992,113.93289,0,0,0
615,22.528143,113.928478,0,0,0
616,22.539877,113.974157,0,0,0
617,22.645133,114.073176,0,0,0
618,22.693836,113.92368,0,20,20
619,22.627451,113.936525,8,11,19
620,22.602767,114.030658,0,10,10
621,22.768278,114.279828,0,0,0
622,22.703489,113.817222,10,0,10
623,22.586088,113.858087,6,35,41
624,22.712706,114.142112,20,0,20
625,22.7236,113.892155,0,6,6
626,22.667231,114.288969,20,0,20
627,22.718044,113.930055,10,0,10
628,22.690517,114.074402,20,0,20
629,22.653983,114.204482,0,16,16
630,22.563403,113.896238,0,0,0
631,22.526032,113.919439,0,0,0
632,22.606571,113.936386,0,0,0
633,22.541075,114.110013,0,0,0
634,22.564051,113.850125,0,0,0
635,22.716747,113.794798,72,0,72
636,22.7206,113.842774,6,0,6
637,22.591116,114.258971,0,18,18
638,22.734516,114.245248,0,24,24
639,22.630207,113.937247,2,9,11
640,22.695303,114.056089,0,30,30
641,22.53293,113.942789,0,13,13
642,22.721551,114.288835,0,6,6
643,22.66961,114.225191,0,5,5
644,22.768991,114.302313,0,3,3
645,22.695699,114.387924,6,1,7
646,22.518639,114.035381,0,12,12
647,22.560924,113.984651,0,12,12
648,22.559994,114.180614,0,12,12
649,22.505631,113.92015,0,24,24
650,22.685913,114.339263,0,18,18
651,22.781079,113.889611,6,0,6
652,22.541289,113.925772,0,9,9
653,22.613261,114.103439,0,27,27
654,22.524621,113.92571,0,16,16
655,22.53626,114.109366,0,10,10
656,22.55117,113.98878,2,8,10
657,22.53069,114.069428,0,4,4
658,22.707601,114.345871,0,32,32
659,22.492013,113.913198,0,12,12
660,22.579,114.11661,0,42,42
661,22.629165,114.08633,54,0,54
662,22.771198,113.829524,17,0,17
663,22.609198,113.847282,6,0,6
664,22.562281,113.854733,2,2,4
665,22.641304,114.031654,1,4,5
666,22.728948,113.828681,0,1,1
667,22.640178,114.037155,0,12,12
668,22.543519,113.9337,0,9,9
669,22.554441,113.920625,0,46,46
670,22.537369,113.922874,0,14,14
671,22.478934,113.915138,0,10,10
672,22.511655,113.925598,0,78,78
673,22.768778,113.887207,6,0,6
674,22.717804,114.241036,0,2,2
675,22.543062,113.952908,4,6,10
676,22.704937,114.095187,26,0,26
677,22.559771,114.107833,0,6,6
678,22.612674,114.162049,40,0,40
679,22.520885,113.927137,0,15,15
680,22.636479,113.841443,0,3,3
681,22.747975,113.819553,0,12,12
682,22.5525,114.10187,0,3,3
683,22.551752,114.124529,0,6,6
684,22.570995,114.067942,0,6,6
685,22.510845,113.926702,0,6,6
686,22.539208,114.083568,0,3,3
687,22.508678,113.886514,0,24,24
688,22.563732,113.881923,0,6,6
689,22.549004,113.932639,0,5,5
690,22.575073,113.860693,0,6,6
691,22.733191,113.825795,0,8,8
692,22.561121,114.067192,0,6,6
693,22.540195,114.092776,0,6,6
694,22.566256,114.124387,0,6,6
695,22.580591,114.138995,0,8,8
696,22.61371,114.112,0,6,6
697,22.516591,113.912084,0,12,12
698,22.510958,113.886698,0,12,12
699,22.773103,113.85828,0,12,12
700,22.560536,114.055075,0,6,6
701,22.510984,113.932879,0,6,6
702,22.568052,114.045986,0,4,4
703,22.610517,114.126986,0,2,2
704,22.574039,114.113921,0,11,11
705,22.59678,114.121773,0,6,6
706,22.524452,114.042219,0,2,2
707,22.732779,113.986739,0,30,30
708,22.551492,114.130265,0,6,6
709,22.5775,114.125373,0,6,6
710,22.564382,114.015239,0,2,2
711,22.732276,114.373693,0,3,3
712,22.728199,113.796557,0,28,28
713,22.563596,114.17848,0,5,5
714,22.540048,114.04409,0,5,5
715,22.492329,113.943023,0,12,12
716,22.54516,114.013349,0,4,4
717,22.592395,113.885401,0,2,2
718,22.595835,114.123217,0,3,3
719,22.721362,114.236244,0,1,1
720,22.513999,114.061743,0,3,3
721,22.564233,114.016306,0,2,2
722,22.605827,113.85186,0,3,3
723,22.55946,113.956762,0,21,21
724,22.593201,114.060064,0,6,6
725,22.723864,114.231814,0,16,16
726,22.617513,114.044555,0,3,3
727,22.554526,113.995834,0,10,10
728,22.596638,114.124449,0,2,2
729,22.561905,114.01606,0,13,13
730,22.546292,114.040676,0,1,1
731,22.653237,114.021369,0,3,3
732,22.512402,113.912663,0,9,9
733,22.550918,114.039323,0,5,5
734,22.625688,114.064988,0,16,16
735,22.583437,113.888424,0,4,4
736,22.479532,113.914551,0,15,15
737,22.722642,114.217557,0,3,3
738,22.526183,113.952036,0,6,6
739,22.528957,113.914417,0,10,10
740,22.55104,114.125083,0,7,7
741,22.732458,114.241974,0,2,2
742,22.52505,113.915755,0,4,4
743,22.549004,113.967071,0,18,18
744,22.644839,114.182373,0,36,36
745,22.743456,114.23706,0,36,36
746,22.538885,114.067448,0,15,15
747,22.599271,114.043972,0,10,10
748,22.542459,113.988951,0,24,24
749,22.511462,113.915536,0,12,12
750,22.511467,113.914747,0,24,24
751,22.646735,114.072074,0,10,10
752,22.539426,113.978029,0,6,6
753,22.537806,114.020148,0,3,3
754,22.740847,114.251684,0,8,8
755,22.634935,114.020065,0,36,36
756,22.714658,114.267006,0,6,6
757,22.540144,114.096934,0,5,5
758,22.606902,114.15891,0,36,36
759,22.705786,114.342441,0,9,9
760,22.530039,114.052006,0,3,3
761,22.543127,114.068966,0,12,12
762,22.611487,114.114584,0,4,4
763,22.588544,114.251243,0,12,12
764,22.571743,114.128481,0,10,10
765,22.723424,113.893869,0,6,6
766,22.635842,114.009274,0,6,6
767,22.656206,114.028156,0,12,12
768,22.617917,114.14498,0,6,6
769,22.566896,114.111247,0,6,6
770,22.557759,114.170915,0,12,12
771,22.721364,114.381276,0,6,6
772,22.72073,114.268881,0,6,6
773,22.546141,114.050996,0,34,34
774,22.537428,114.00096,0,12,12
775,22.561208,114.037088,0,4,4
